label,headline
0,Ceturtdien no Baltkrievijas Latvijā ielidojušais drons nav atrasts
0,Ceturtdien vietām uzspīdēs saule
1,Ceturtdiena bija pirmā diennakts šomēnes ar vidējo gaisa temperatūru zem normas
0,Ceturtdiena būs mākoņaina; brīžiem līs
1,"Cietuma psiholoģe: ""Ja aizvainojums būs milzīgs, ieslodzītais vēlāk atriebsies nevis vienam, bet veselai jūrai"""
0,Cihanouska apbalvojusi Ukrainas pusē karojošus baltkrievu brīvprātīgos
2,"Cik Krievijai ""Orešņik"" raķešu un cik ātri tās ražo? Medija aplēses"
2,Cik daudz tu zini par šī mēneša jubilāru Imantu Kalniņu?
2,Cik maksā tava identitāte? Kādi Latvijas iedzīvotāju dati tiek tirgoti internetā
2,Cik vērīgi Tu sekoji ziņām par jaunās valdības veidošanu?
0,Citskovskis būs JKP premjera amata kandidāts
0,Citskovskis būs JKP premjera kandidāts
0,Cēsīs jaunu sieviešu cietumu varētu uzbūvēt 2028. gadā
0,"Cūkgaļas cena Latvijā aprīlī pieaugusi par 6,7%"
1,"Darbi nākamajiem pieciem gadiem ir ļoti izaicinoši, pēc sanāksmes par darbaspēka trūkumu medicīnā saka Abu Meri"
1,Darbinieces nāve RAKUS: VDI vēl turpina izmeklēšanu
0,Darbu pametusi uz pārbaudes laiku atstādinātā IZM Informācijas tehnoloģiju departamenta direktore
1,Daudz dronu apciemojuši Sanktpēterburgu; deg Kronštatē un Krasnodarā
1,Daudzviet pārtrauc latviešu valodas eksāmenu iespējama gaisa telpas apdraudējuma dēļ
1,Daugavpilī par deviņām zādzībām aiztur vīrieti; nodarīti 13 000 eiro zaudējumi
0,Daugavpilī sociālajā aprūpē sarūk vietas un trūkst darbaroku
0,Daļā Latvijas izsludināts dzeltenais brīdinājums par negaisu
0,"Daļēja valdības lēmumu izpilde – ko konstatē dienesta pārbaudē par ""Rail Baltica"""
0,Dažas stundas parādei Maskavā? Zelenskis komentē Putina piedāvāto 9. maija pamieru
0,Daži ministri esot pārpratuši doto uzdevumu izvirzīt trīs prioritātes
0,"Dažviet Rīgā jūnija sākumā nebūs karstā ūdens; ""Rīgas siltums"" pārbaudīs siltumtīklu"
1,Debesīs virs ASV eksplodējis meteorīts
1,"Dedzināja un sūtīja video ""Telegram"": VDD lūdz apsūdzēt personas par dzelzceļa objektu svilināšanu ārvalsts interesēs"
0,Deputāte Simanovska pērn deklarējusi ienākumus gandrīz 68 000 eiro apmērā
0,Deputātes Simanovskas ienākumi pērn – 68 000 eiro
0,"Deputāts Ričards Šlesers pērn dāvanā saņēmis ""Mercedes Benz"" automašīnu"
0,Deputāts rosina publicēt PSRS okupācijas režīma vadošo amatpersonu lietas
0,"Dibina organizāciju ""Sievietes aizsardzībai Skudras""; stiprinās sieviešu gatavību militāram apdraudējumam"
0,"Dibināta organizācija ""Sievietes aizsardzībai ""Skudras"""""
1,"Dienesta karjeras ierobežojumi un finansiālās sekas – ko dienējošais zaudē, aizejot politikā"
0,Dienesta pārbaudē vērtēs reaģēšanu uz dronu incidentiem Latgalē; Siliņa Sprūdu aicina uz sarunu
1,"Dienesti nebija droši, ka necietīs civiliedzīvotāji un infrastruktūra – kāpēc Rēzeknē nenotrieca dronus"
0,Dienestiem ziņo par lāci Kokneses apkārtnē
0,Digitālā kartē apskatāmi 1941. un 1949. gadā deportēto Latvijas iedzīvotāju saraksti
0,Digitālā satura veidotājam Felipem piešķir Latvijas pilsonību
1,"Diskusijas par kodolprogrammu var notikt tikai pēc pamatvienošanās noslēgšanas, uzsver Irāna"
1,Divas stundas rindā pie Stradiņa slimnīcas: 12 smagi pacienti izraisa sastrēgumu uzņemšanas nodaļā
1,"Diviem bijušajiem Ķīnas ministriem piespriež nāvessodu, bet to neizpildīs"
1,Divus cietumniekus tur aizdomās par padomu došanu Augšdaugavas novadā pastrādātā laupīšanā
1,Dobeles novadā kravas auto šoferis mēģina izvairīties no soda ar 50 eiro kukuli
1,Dobelē iereibis nepilngadīgais naktī ar mopēdu notriec gājēju
1,Dombrava aicina ES dalībvalstis neizsniegt vīzas agresorvalstu pilsoņiem
0,"Dombrava kritizē robežsardzi un PMLP par nepietiekamu rīcību ""šķietamo patvēruma meklētāju"" problēmas novēršanā"
0,Dombravas Iekšlietu ministrija: spilgta reklāma saprotamas komunikācijas vietā
1,"Dombravas izteikumi, ka viņu ""neinteresējot visādas Eiropas normas"", apdraud Latvijas reputāciju"
0,Dombravas pirmais rīkojums – iekšlietu sistēmā jālieto valsts valoda (plkst.17.51)
0,"Domburs izklāsta ""dronu nakts"" notikumu hronoloģiju"
0,"Draudu līmeņu pakāpes jāpielāgo jaunajai realitātei, uzsver Zīle"
1,Droni apciemojuši vienu no lielākajām Krievijas naftas rūpnīcām
0,Droni uzbrukuši armijas loģistikas bāzei Maskavas apgabalā
1,"Droni, Stoltenbergs un skolas. 14 raksti par drošību, kas palīdz saprast vairāk"
1,"Dronu ielidošanu Latgalē varēja labāk nokoordinēt – ""pēdējo pilienu"" Sprūda atlaišanā skaidro Siliņa"
1,Dronu incidenti. Rinkēvičs aicina iedzīvotājus sekot dienestu norādēm; Siliņa sasauc Krīzes vadības padomi
1,Dronu incidents Latgalē: Apdraudējums Latvijas gaisa telpā noslēdzies
1,Dronu incidents Latgalē: Austrumu pierobežā ierobežo lidojumu augstumu
1,"Dronu nokrišana – ""ārkārtas gadījums"", vērtē Sprūds; Rēzeknē un trīs novados izmaiņas mācību procesā"
0,Dronu triecienā cietusi Taganrogas osta
0,Dronu triecienā kuģiem Azovas jūrā nogalināti pieci Azerbaidžānas pilsoņi
1,"Dronu uzlidojumi var radīt lauksaimniekiem un valsts ekonomikai miljoniem eiro zaudējumus, norāda ""Zemnieku saeima"""
1,Drošības apsvērumu dēļ pārtraukta Rīgas Centrāltirgus Gaļas paviljona ekspluatācija
0,Drīdža ezerā iekritis un uzsprādzis drons; cietušo nav (plkst. 20.25)
0,"Drīdža ezerā iekritušais drons radījis nebūtisku piesārņojumu, secinājis VVD"
0,Dzeltenais brīdinājums – daļā Latvijas gaidāms negaiss
0,Dzeltenais brīdinājums – naktī uz piektdienu daļā valsts būs salna
1,Dzemdību nams skaidro neizpratni raisījušās darbinieku apmācības
1,Dzenas pakaļ un izmanto šaujamieroci – robežsargi aiztur migrantu pārvadātāju
1,Dzintars pamet aktīvo politiku – nekandidēs gaidāmajās Saeimas vēlēšanās
0,"Dārbišīras grāfistes policistu tur aizdomās par MI izmantošanu ""pierādījumu radīšanā"" vairākās lietās"
1,Dārgāka elektrība un kaitē veselībai. (Pus)patiesība un mīti par vēja parkiem Latvijā
0,Dējējvistu turēšanu sprostos plāno aizliegt no 2032. gada
0,"Dīzeļa ēra noriet: pieaug interese par videi draudzīgākiem auto, liecina aptauja"
0,"Dīzeļdegvielas politika cieši saistīta ar cenām un ekonomiku, pauž Kulbergs"
2,"E-nosūtījumi, mākslīgais intelekts un slimnīcu reforma – kas aktuāls veselības nozarē"
0,EM sākusi auditu informācijas sistēmu un IT projektu pārvaldības jomā
0,EP aicina apsvērt finansējuma apturēšanu Slovākijai
0,EP deputāte: Pārējā Eiropas daļa Krievijas draudus nejūt tādā pakāpē kā Baltijas valstis
0,EP un dalībvalstis vienojas veidot migrantu deportācijas centrus ārpus ES
0,EP vadītāji pauž solidaritāti ar Baltijas valstīm
0,ES apsver Merkeles un Dragi kandidatūras sarunām ar Krieviju
1,"ES bažas par islāma terorisma un Krievijas kara veterānu draudiem, atklāj ziņojums"
0,"ES līmeņa projekti Austrumu robežas stiprināšanai jāīsteno iespējami drīz, Eiropadomē uzsvērs Latvija"
1,"ES nevar būt neitrāla Ukrainas un Krievijas sarunās, uzsver Kallasa"
0,ES paplašināšanās komisāre nosauc datumu Ukrainas pievienošanās sarunu sākšanai
0,"ES pilnvaro jūras misiju apturēt un pārmeklēt Krievijas ""ēnu flotes"" kuģus"
0,ES pirmdien atvērs pirmo sadaļu sarunās ar Ukrainu un Moldovu par pievienošanos blokam
1,ES un NATO vai abi kopā? Kas drošāks austrumu flanga valstu aizstāvis
0,ES vienojas par tirdzniecības vienošanās ar ASV ratificēšanu
0,ES ziņojumā Latvija minēta sintētisko narkotiku ražošanas un opioīdu risku kontekstā
1,Ebolas uzliesmojums Kongo DR strauji izplatās
1,Ebreju kapakmeņi zem gājēju kājām. Prāgas centra tumšā vēsture
1,"Edvards Lūkass: 1991. gada izgāšanās, kas mainīja pasauli"
1,"Edvards Lūkass: Kamēr Kijivā līst raķetes, Krievija uzbrūk Rietumu visvājākajās vietās"
1,"Edvards Lūkass: Krievija atkāpjas, bet pārāk lielas cerības nelolojiet"
1,Edvards Lūkass: Krievijas kaimiņi gatavojas haosam pēc Putina; citi – ne
0,Edvards Lūkass: Post-NATO manifests
1,Edvards Lūkass: Trampa Eiropas politika – iracionāla nekompetence
2,Edvards Lūkass: Tūristiem no Krievijas Eiropā – Mest ņet!
1,"Edžus Miķelsons: Tikt līdz Mēnesim nav nekāds joks. 10 teicami lasāmgabali, ko ""Delfi"" abonentiem piedāvāja aprīlī"
0,Eiropas Savienība ar Armēniju noslēdz vienošanos
0,Eiropas līderi pulcējas Armēnijā uz astoto Eiropas politiskās kopienas samitu
1,Eiropas savienības prasības migrantu pakta ieviešanai gandrīz neviena dalībvalsts nav paspējusi pilnībā izpildīt
1,"Eiropas valstis cer uz sarunām ar Putinu jau jūlijā, ziņo ""Bloomberg"""
1,"Eiropā četru gadu laikā karstuma dēļ miruši vairāk nekā 200 000 cilvēku, norāda PVO"
0,Eksperti aicina reformēt būvniecības iepirkumus ēnu ekonomikas mazināšanai
0,Eksprezidents Vējonis strādās reģionālās attīstības ministra birojā
0,Eksāmenā aicina pārbaudīt savas zināšanas par Eiropas Savienību
0,Elektroapgādes traucējumi otrdien saistīti ar elektrolīniju pārslodzi
0,"Elektroapgādes traucējumiem nav saistības ar dronu aktivitātēm, norāda ""Sadales tīkls"""
1,Elektroniski paraksta vienošanos par Irānas kara izbeigšanu; Tramps Hormuza šaurumu sola atvērt piektdien
0,"Elektronisks pieraksts pie ģimenes ārstiem laukos būs formāls, pieļauj Kozlovska"
1,"Fekālā piesārņojuma dēļ aizliegts peldēties Kolkas peldvietā, ziņo medijs"
0,Fizikas eksāmena papildtermiņu pārceļ gandrīz par divām nedēļām agrāk
0,"Fokusā darbi dažiem mēnešiem. ""Delfi"" publicē Kulberga vadītās valdības deklarāciju par darāmo"
1,"Formālas komunikācijas dēļ iedzīvotājiem trūkst skaidrojuma par viņu tiesībām, pauž tiesībsardze"
1,"Latvija ir iekritusi manā sirdī"" – ģenerālmajore Albinusa noslēdz dienestu pie mums"
1,Sēnā iebrauc un pa to brīdi peld autobuss
0,VUGD no ugunsgrēka namā Rīgas centrā izglābj divus cilvēkus
1,"Francija atbrīvojusi Krievijas ""ēnu flotes"" tankkuģa kapteini"
0,Francija pieprasa sasaukt ANO Drošības padomes ārkārtas sēdi saistībā ar Libānu
0,Francijas aviācijas bāzeskuģis gatavojas iespējamai Hormuza misijai
0,Francijas ekspremjers Atāls paziņo par kandidēšanu uz prezidenta amatu
1,Fukušimā lācis ievainojis četrus cilvēkus
1,GRU Cūkkārpa: Kas notiek Baumana universitātes 4. katedrā – elitārā Krievijas militārā izlūkdienesta spiegu skolā
0,Gaisa apdraudējuma gadījumos turpmāk izmantos divu līmeņu šūnu apraides paziņojumus
1,Gaisa apdraudējuma ēnā: Daugavpils gatavojas pilsētas svētkiem ar ārkārtas plānu
1,Gaisa telpas apdraudējuma gadījumā sabiedriskā transporta pasažieri netiks atstāti uz ceļa
1,"Gaisā virs Rēzeknes redzami un dzirdami lidaparāti, ziņo aculiecinieki"
1,"Galacā trāpīja Krievijas drons, apstiprina Rumānijas prezidents"
0,Galva sāp 15 dienas mēnesī. Austrumu slimnīcā palielinās migrēnas pacientu skaits
1,Gar valsts robežu noteiks līdz 30 metru platu aizsargjoslu
0,"Gaļa pie zivīm – ""Rīgas nami"" noraida pārmetumus par problēmu ignorēšanu Centrāltirgū"
1,Glābēji ceturtdien saņēmuši 26 izsaukumus uz vēja nodarītiem postījumiem
0,"Goda tituls ""UPA varoņi"": Ļubļinā no domes ēkas noņemts Ukrainas karogs"
1,Grozījumi Valsts civildienesta likumā apdraud civildienesta politisko neitralitāti
1,Gultas veļas vietā VID atklāj vairāk nekā pusmiljonu kontrabandas cigarešu
1,"Gvantanamo ieslodzītos vajadzēja sodīt ar nāvi, uzskata Hegsets"
1,Gvantanamo līča bāzē notikusi reta ASV un Kubas ģenerāļu tikšanās
1,Gājienā Rīgā mudina aizliegt dējējvistas turēt sprostos
1,Gāzes eksplozijā Ķīnas ogļraktuvē gājuši bojā vismaz 90 ogļrači
0,Hantavīrusa skartais kuģis piestās pēdējā pieturā
0,Hantavīrusa uzliesmojuma risks Eiropas iedzīvotājiem ir ļoti zems
0,Hegsets noliedz ziņas par ASV munīcijas krājumu trūkumu
1,Helikopteru avārijā Brazīlijā seši upuri; starp viņiem – ekscentriskais mūziķis Olivers Trī
1,Homofobu klasifikācija un komunicēšanas instrukcija
0,IAEA paziņo par lokālo pamieru pie Zaporižjas AES
0,"IZM un EM konfliktē par FIFA U-20 čempionāta rīkošanas iespēju Latvijā un Ukrainā, ziņo TV3"
1,"Iedzīvotāji palīdz ES formulēt ieteikumus, kā stiprināt spēju reaģēt ārkārtas situācijās"
1,Iedzīvotāju pretestība un pašvaldības ieguldījums – Igaunijas vietvaras bijušais mērs izgaismo problēmas ar vēja parkiem
1,Iegādājas zelta monētas par teju 22 000 eiro un nodod krāpniekiem – Rīgā aizturēti vainīgie
0,Iepriekšējās valdības pārstāvji atgriežas Saeimā
0,"Ieskats ""Hezbollah"" tunelī Libānā"
0,"Ieslodzījuma vietu pārvaldes priekšnieks, pulkvedis Dmitrijs Kaļins"
1,"Ieslodzītais glabāja neatļautu saziņas ierīci, bet cietumsargs zināja – abus prasa apsūdzēt"
0,Iespēja bez maksas pārbaudīt dzimumzīmes raisījusi lielu interesi
0,Iespējamais apdraudējums Latvijas gaisa telpā atcelts (plkst. 16.39)
0,Iespējamais apdraudējums Latvijas gaisa telpā ir beidzies (plkst. 12.58)
0,Iespējamais gaisa telpas apdraudējums Alūksnes novadā beidzies (plkst. 10.32)
1,"Iespējams, pirmā video liecība ar drona notriekšanu virs Rogovkas"
1,Ieviesīs kompensācijas iedzīvotājiem par drošības incidentos radītiem zaudējumiem
1,Igaunija iesniedz Krievijai protesta notu par dezinformācijas kampaņu pret Baltijas valstīm
1,Igaunijā pirmo reizi notriekts drons; operāciju vadījusi Latvija (plkst. 16.40)
0,Igaunis pie Rēzeknes fiksē riņķojošu dronu un dalās iespaidos
0,"Ilggadējais ""Panorāmas"" žurnālists Gunārs Dūzis dodas pensijā"
0,"Ilgstoša vai stipra lietus rezultātā uz ceļiem var rasties izskalojumi, atsevišķi ceļu posmi var applūst"
0,"Indriksone ir labākā premjerministres kandidāte, bet NA ir atvērta citiem scenārijiem, pauž Dzintars"
1,Interešu konflikts un neievēro satiksmes noteikumus – deputāti saņem administratīvu sodu
1,Ir pienācis laiks godīgi parunāt par pilsētas svētkiem kā ļoti sliktu konceptu
0,Irāna atjauno savu militāri rūpniecisko bāzi ātrāk nekā gaidīts
0,Irāna atsākusi uzbrukumus Apvienotajiem Arābu Emirātiem (plkst. 20.50)
0,"Irāna joprojām saglabājusi ap 70 % raķešu spējas, ziņo mediji"
1,"Irāna paziņo par pilnīgu Hormuza šauruma slēgšanu un draud reģionu pārvērst ""ellē"""
1,"Irāna piekritusi neiegūt kodolieročus, apgalvo Tramps"
1,Irāna veikusi triecienus Kuveitai; ASV uzbrukušas netālu no Hormuza
1,"Irānai laiks iet uz beigām, paziņo Tramps"
0,Irānas armija paziņo par uzbrukuma operāciju pārtraukšanu
1,"Irānas kara uzbrukuma stadija ir beigusies, paziņo Rubio"
1,Irānas konflikta dēļ Persijas līcī iesprostoti aptuveni 1500 kuģu
1,Irānas mediji: ASV atbildē uz Irānas priekšlikumiem neizrāda piekāpšanos
1,Irānas mediji: Teherāna iesniegusi Pakistānai jaunu priekšlikumu sarunām ar ASV
0,Irānas prezidents devis rīkojumu atjaunot piekļuvi internetam
1,"Irānas priekšlikums kara izbeigšanai bija saprātīgs un dāsns, uzskata Teherāna"
1,Irānas triecienā Kuveitas gaisa spēku bāzei ievainoti vairāki amerikāņi
1,Irānā izpilda nāvessodu saistībā ar 2022. gada protestiem
0,Itālijas Granparadīzo kalnā gājuši bojā trīs alpīnisti
0,Itālijā aiztur bijušo vēstnieku par Šengenas vīzu tirgošanu Krievijas pilsoņiem
0,"Itālijā automašīnai ietriecoties gājējos, astoņi ievainotie"
0,"Izdegšana, atalgojums, darbinieku trūkums – diskusijā akcentē izaicinājumus māsu darbā"
0,Izdod ceļvedi cilvēkiem ar aptaukošanos un veselīga dzīvesveida interesentiem
1,Izglābās pēdējā brīdī: ugunsgrēks Jelgavas pusē atstāj ģimeni bez mājām
1,Izmeklēšanas komisija aicina nekavējoties sākt plašas izmaiņas imigrācijas kontrolē Latvijā
0,Izraudzīts premjera kandidāts. Prezidents nāk klajā ar paziņojumu
0,"Izraēla apstiprina ""Hamās"" bruņotā spārna vadītāja nogalināšanu triecienā Gazā"
1,Izraēla deportējusi visus Gazas flotiles ārzemju aktīvistus
0,Izraēla ieņēmusi stratēģiski svarīgo krustnešu cietoksni Libānas dienvidos
1,"Izraēla likvidējusi ""Hamās"" militāro līderi Gazas joslā"
0,"Izraēla neplāno izvest armiju no Libānas, Sīrijas un Gazas joslas"
1,"Izraēla un Libāna pagarina pamieru, neraugoties uz jauniem triecieniem"
1,"Izraēla un Libāna vienojas par pamieru, ja ""Hizbollah"" pārtrauks uguni"
1,"Izraēla uzbrukusi ""Hamās"" militārajam līderim Gazas joslā"
1,"Izraēla uzbrukusi ""Hizbollah"" objektiem Beirūtas dienvidu priekšpilsētās"
0,Izraēla ūdeņos pie Grieķijas aiztur 175 Gazas flotiles aktīvistus
1,Izraēlas graudu importētājs atteicies no Ukrainā zagtu graudu kravas
1,Izraēlas ministrs ņirgājas par Gazas flotiles aktīvistiem
1,Izraēlas triecienos Libānas pilsētai Tīrai nogalināti 11 cilvēki
1,"Izraēlas triecienā Beirūtai nogalināts ""Hezbollah"" komandieris"
0,Izsludināta dalībnieku uzņemšana Dakteru klaunu skolā
0,Izsludināts brīdinājums par postošu negaisu; pastāv arī tornādo risks
0,Izsludināts oranžais brīdinājums par spēcīgu negaisu ceturtdien
0,Izstrādātas vadlīnijas rīcībai gaisa telpas apdraudējuma gadījumā
0,Izsūtīts oranžais pērkona negaisa brīdinājums Latvijas centrālajos un austrumu rajonos
0,"Izvairoties no sadursmes ar dzīvnieku, auto apgāžas uz jumta"
0,"Izziņotā gaisa telpas apdraudējuma dēļ vairākās pašvaldībās fizikas eksāmenu vispirms pārceļ, bet vēlāk atjauno"
0,JKP izziņo sarakstu līderus Saeimas vēlēšanām
0,JV gatava iesaistīties jaunas koalīcijas sarunās un pagaidām nevirza savu premjera kandidātu
1,"JV nesteidz teikt ""jā"" potenciālajai koalīcijai, bet iezīmē interesi par aizsardzības jomu"
0,JV piedalīsies nākamās valdības veidošanā
1,"Ja ""Progresīvie"" izstāsies no koalīcijas, strādās tehniskā valdība, pauž Siliņa"
1,"Ja Kulbergam neizdosies izveidot četru partiju koalīciju, tā būs viņa atbildība"
1,"Ja Zelenskis vēlas parunāt, viņš var atbraukt uz Maskavu un to izdarīt"
1,"Ja rīt sāktos krīze, Baltijas valstu veselības aprūpes sistēmas spētu to pārvarēt, pārliecināts EK komisārs"
1,"Ja šonedēļ nebūs jaunu masalu gadījumu, SPKC uzliesmojumu uzskatīs par beigušos"
0,"Jau otro diennakti glābēji dzēš ugunsgrēku dabas liegumā ""Ances purvi un meži"" (plkst. 17.58)"
0,"Jau šogad jālemj par ieguldījumu ""airBaltic"" kapitālā, paziņo Ašeradens"
0,"Jaunajā ES daudzgadu budžetā prioritātei jābūt Austrumu robežas stiprināšanai, saka Mieriņa"
1,Jaunieši Slāvu aplī avarē ar BMW un tūlīt pat aizbēg kājām
0,Jaunieši pārbauda spēkus vēja enerģijas izaicinājumā
0,Jaunieši sacentīsies vēja enerģijas un inženierzinātņu izaicinājumā
1,Jaunmārupē uz sāniem apgāzies apvidus auto ar sešiem pasažieriem
0,Jauns auto un dāvana no mammas – ko deklarējuši divi Rīgas vicemēri
0,"Jaunā darba nedēļa solās būt lietaina, bet silta"
0,Jaunā izglītības ministre pagaidām nevar garantēt pedagogu algu pieaugumu nākamgad
0,Jaunākā prognoze – Latvijā valdīs pavasarīgi mēreni laikapstākļi
0,Jaunākā prognoze – maija beigās var atgriezties salnas
0,"Jaunākā prognoze – nedēļa būs mākoņaina, lietaina, bet silta"
0,"Jaunākā prognoze – nedēļa iesāksies silta, bet pieņemsies spēkā vējš"
0,"Jaunākā prognoze – nedēļas sākums būs mākoņains un lietains, bet izskaņā laikapstākļi iepriecinās"
0,Jaunākā prognoze: nedēļas nogalē laikapstākļus ietekmēs ciklons
1,Jaunākās sankcijas neļaus ES ieceļot Krievijas kara dalībniekiem
1,Jelgavas novadā gājis bojā motociklists
0,Jelgavas skolās visvairāk trūkst latviešu valodas un literatūras skolotāju
1,Jelgavas slimnīcas Bērnu nodaļas nākotne joprojām neskaidra
0,"Jelgavas slimnīcā arī turpmāk būs dežūrārsts pediatrs, apgalvojumus atspēko VM"
1,"Jermaks atbrīvots no apcietinājuma pret 2,7 miljonu eiro drošības naudu"
1,"Jo plašāka koalīcija, jo labāk, pārliecināts Kulbergs"
1,"Juglā turpinās strīds par koku ciršanu; dome apgalvo, ka projekts jau pārstrādāts"
1,"Jāatrod labāks veids, kā krīzes situācijās nodrošināt cilvēku drošību"
1,"Jābeidz monitorēt, jāsāk rīkoties – pētnieks komentē dronu incidentus Latgalē"
1,Jāfokusējas darbam – ZZS izvairīgi komentāros par Krauzes aizturēšanu
0,Jānosaka bāzes pensija zemāko ienākumu grupām
1,Jāuzklausa Latgales iedzīvotāji – Kulbergs plāno rīkot valdības izbraukuma sēdi
0,"Jēkabpils pilsētā ieklīdis lācis, aicina tam netuvoties"
0,"Jēkabpils slimnīcā konflikts par bērna ārstēšanu – mediķi sauc policiju, aizbildņi sūdzas VI"
1,Jēkabpilī alkohola lietošanas laikā nogalināts vīrietis; iespējamais vainīgais aizturēts
0,Jēkabpilī ieklīdušais lācis pavadīts prom no pilsētas
0,Jūrmalai un Rīgai piešķir kompensācijas par bēgļu uzņemšanu
1,Jūrmalā par huligānismu un draudēšanu policistiem apcietināts vīrietis
0,KNAB atbrīvojis Krauzi; Kronbergs vēl nav uz brīvām kājām
0,"KNAB norāda uz Bartaševiča iespējamu ļaunprātīgu rīcību, lemjot par Rēzeknes SPA būvniecību"
0,KNAB par 17 186 eiro piesavināšanos prasa apsūdzēt maksātnespējas procesa administratoru
0,KNAB prasa apsūdzēt personu par mēģinājumu uzpirkt prokurori ar SPA centra dāvanu karti
1,"KNAB pārbauda Šlesera reklāmas kampaņu, ziņo ""de facto"""
1,KNAB saņēmis pirmos signālus par iespējamiem priekšvēlēšanu aģitācijas pārkāpumiem
1,KNAB tur aizdomās slimnīcas amatpersonas par iepirkumu sarunāšanu ar piegādātājiem
1,"KNAB veicis kratīšanas Stradiņa slimnīcā, TOS un Vidzemes slimnīcā (plkst. 17.40)"
1,Kad būs solītā atlaide mēnešbiļetēm vilcienos? Ministrija skaidru atbildi nesniedz
0,Kaimiņa krimināllietā par dokumentu viltošanu pārsūdzēts spriedums
1,Kalifornijā nogāzies ASV bumbvedējs ar astoņiem cilvēkiem
1,Kallasa noraida Šrēderu kā iespējamo ES pārstāvi Krievijas un Ukrainas sarunās
1,"Kamēr liela daļa Eiropas steidz stiprināt aizsardzību, Melnkalne saskaras ar citiem izaicinājumiem"
0,Kanāda investē 64 miljonus eiro militārās infrastruktūras attīstībai Latvijā
0,Kanādas un Latvijas karavīri trenējas apkarot dronus
1,"Karš turpinās, bet Krievijas pilsoņi saņem vairāk Šengenas vīzu"
2,Kas ir aizsardzības ministra kandidāts pulkvedis Raivis Melnis
2,Kas ir tehniskā valdība un ko paredz šāds scenārijs
2,Kas jāzina par grauzēju izraisītām slimībām
1,Katoļu priestera Damberga krimināllietu par bērna seksuālu izmantošanu tiesa skatīs nākamgad
1,Kautiņš Jūrmalā – cietušajam smagus miesas bojājumus nekonstatē un kriminālprocesu pārkvalificē
0,Kazāka ienākumi pērn – 197 100 eiro; uzkrājis 167 320 eiro
0,"Kipras parlamenta vēlēšanās uzvarējuši konservatīvie, liecina aptaujas"
0,"Kleinbergs uzdevis pārbaudīt ""Rīgas namu"" vadības rīcību saistībā ar Centrāltirgus Gaļas paviljonu"
0,"Klimata un enerģētikas ministrijas izveide bija untums, uzskata Kučinskis"
2,Ko Evikai pavēlēja Dievs
2,Ko tavs mīļākais politiķis patiesībā domā par tevi
2,"Ko šogad klausīties sarunu festivālā ""Lampa"" – iesaka sabiedrībā zināmas personības"
1,"Koalīcija uz iziršanas sliekšņa? ""Progresīvie"" lemj, vai paliek valdībā (plkst. 9.38)"
1,Koalīcija vienojas līdz gada beigām saglabāt samazinātu akcīzi dīzeļdegvielai
1,Koalīcijas sarunās tuvojas vienošanās par valdības deklarāciju; ministriju sadalījums vēl neskaidrs
0,"Kokrūpnieku atbalsta lietā LVM ieņēmumi samazināti par 50 miljoniem eiro, secina revidenti"
1,Kokrūpnieku lietā vairāki redzami un ietekmīgi uzvārdi
0,"Kolkā, Bauskā un Mērsragā pārspēts 3. maija siltuma rekords"
0,"Komisija neatbalsta uzturēšanās atļauju izsniegšanas apturēšanu, ja trešo valstu pilsoņu skaits pārsniedz 5% no pilsoņu skaita"
0,"Komunistiskā genocīda upuru piemiņas dienai veltīts pasākums pie dzelzceļa stacijas ""Šķirotava""."
1,Konflikts saasinās: Irāna palaiž raķetes pret Izraēlu
0,Kongo DR no Ebolas miris 131 cilvēks
0,Kongo DR uzliesmojis nāvējošais Ebolas vīruss
0,Konkurences padome medicīnas tirgū pārkāpumus nesaskata
0,"Konkursā meklē Valsts kancelejas direktoru, piedāvājot algu 7255 eiro"
1,Kontrabandas balonu draudu dēļ vairākas stundas pārtraukti pieci reisi Viļņas lidostā
0,"Kosovas pirmstermiņa vēlēšanās vadībā premjera partija, liecina aptaujas"
0,Krauze atgriežas Saeimas deputāta krēslā
0,Krauze pauž savu viedokli par LVM pārvaldības revīziju
0,Krauze pēc viesošanās KNAB nāk klajā ar paziņojumu (plkst. 14.40)
0,"Krauze un ģenerālprokurors Meisters ""saķeras"" par ZZS politiķa iesaisti kokrūpnieku lietā"
0,"Krauzem atgriežoties Saeimā, deputāta mandātu zaudēs Zemmers"
1,"Krauzem būtu jāatvainojas sabiedrībai un jānoiet no politiskās skatuves, pauž ģenerālprokurors (plkst. 12.44)"
1,Krauzem kokrūpnieku lietā inkriminē dienesta stāvokļa ļaunprātīgu izmantošanu
1,Kravas auto šoferis uzrādīja viltotu vadītāja apliecību – pabeigta izmeklēšana par avāriju Apšupes krustojumā
1,"Kremlis apsver izmantot Krievijā dzīvojošus armēņus, lai ietekmētu vēlēšanas Armēnijā"
1,Kremlī pieaug satraukums par iespējamu sazvērestību un mēģinājumu nogalināt Putinu
1,"Kremlī uzskata, ka karš nonācis strupceļā, ziņo ""Bloomberg"""
2,Kremļa elites cilvēks ar citu vārdu: Krievijas oligarha bizness Lietuvā
0,Krievi uz Ukrainu naktī raidījuši 90 raķetes un 600 lidrobotus
1,"Krievija 24. maijā varētu būt palaidusi divas ""Orešņik"" raķetes; pirmā mērķi nav sasniegusi"
1,Krievija apzināti novirza Ukrainas dronus uz Baltijas valstīm
0,Krievija ar droniem un raķetēm uzbrūk Kijivai
